,time,consent,age,gender,pronouns,ethnicity,religion,political_affil,education,degree_name,income,disability,disability_name,cert_license,time_in_bx_anal,time_cert_license,country_live,province_live,state_live,country_practice,province_practice,state_practice,define_diversity,familiar_cis_fem,familiar_cis_male,familiar_trans_fem,familiar_trans_male,familiar_non_binary,familiar_gender_fluid,familiar_gender_neutral,familiar_asian,familiar_black,familiar_white,familiar_latinx,familiar_nat_amer,familiar_pac_isl,familiar_agnostic,familiar_amish,familiar_buddhism,familiar_christian,familiar_hinduism,familiar_islam,familiar_jehovah,familiar_judaism,familiar_atheist,familiar_paganism,familiar_wiccan,actions_recommend,survey_feedback,browser,ip_address,unique_id,location
258,3/9/21 20:05,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female ,She/her/hers,White,Christian,Republican ,Master's degree,,"$100,000 to $149,999",Yes,Chronic Migraine and Post Concussion Syndrome ,Registered Behavior Technician,0-5 years,0-5 years,United States,,Maryland ,United States,,Delaware ,"Including everyone in every race, gender, sexuality, religion, and political affiliation.",Somewhat unfamiliar,Somewhat unfamiliar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat unfamiliar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,"Don't ask don't tell.  If these questions are not asked (and the answers are not assumed) and applications are judged blindly with non-camera zoom or other online platforms, individuals could be more likely be judged and hired on their qualifications.","If we are trying to be inclusive of everyone and make sure no one is unfairly judged regardless of how they identify, why are we asking  demographic questions about how they identify at all?",Mobile Safari 14.0.3 / iOS,66.160.163.85,776218087,"41.247100830078, -112.13159942627"
259,3/9/21 20:09,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Female,She/her/hers,Hispanic,Roman Catholic,Democrat,Bachelor's degree,,"$35,000 to $49,999",No,,Registered Behavior Technician,0-5 years,0-5 years,United States,,Florida,United States,,State,"In humans, the variety of races, ethnicities, religions, doctrines, ideals, gender identities, among other distinguishing found in individual that vary across a population. ",Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Not at all familiar,"Offer greater educational and training opportunities to minorities by increasing scholarships, resources and programs' flexibility (online courses, night courses, part time student possibilities, work-study).  I would also recommend recruiting at high schools or colleges in largely minority communities or located in underserved areas. ",None,Chrome 89.0.4389.72 / Windows,73.139.194.230,776219332,"26.113599777222, -80.415298461914"
260,3/9/21 20:21,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,Black,None ,Democrat,Master's degree,,"$100,000 to $149,999",No,,Board Certified Behavior Analyst,16-20 years,11-15 years,United States,,Florida,United States,,Florida,Diversity is ,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,,,Mobile Safari 14.0.3 / iOS,73.124.252.99,776223347,"26.111000061035, -80.226402282715"
261,3/9/21 20:25,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,Caucasian,Methodist,Democratic ,Master's degree,,"$75,000 to $99,999",No,,"Board Certified Behavior Analyst
Licensed Behavior Analyst",0-5 years,0-5 years,United States,,Illinois,United States,,Missouri,Being  open and accepting of other viewpoints and differences,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat unfamiliar,Not at all familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Not at all familiar,Somewhat familiar,Not at all familiar,Somewhat familiar,Somewhat familiar,Not at all familiar,Not at all familiar,"Increase awareness of accepting others, recognize how western culture is just one culture, include more representation of other cultures in our materials, others understanding what culture means",,Mobile Safari 14.0.3 / iOS,47.24.212.120,776224537,"39.623699188232, -104.87380218506"
262,3/9/21 20:27,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile Safari 14.0.3 / iOS,71.223.134.247,776225107,"34.770599365234, -112.45639801025"
263,3/9/21 20:31,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female ,She/her/hers,Caucasian ,Non religious ,Democratic ,Master's degree,,"$75,000 to $99,999",No,,"Board Certified Behavior Analyst
Licensed Behavior Analyst",6-10 years,6-10 years,United States,,Michigan,United States,,Michigan ,,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat unfamiliar,Somewhat unfamiliar,,,Mobile Safari / iOS,108.232.23.50,776226350,"42.781600952148, -83.274803161621"
264,3/9/21 20:32,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Male,He/him/his,Latino,Catholic ,Democrat,Master's degree,,"$100,000 to $149,999",No,,"Board Certified Behavior Analyst
Licensed Behavior Analyst",11-15 years,6-10 years,United States,,,United States,,,"Is when you have in your organization, school, neighborhood, or any group people that  represent different cultures, religions, race, age, preferences and identities. ",Not at all familiar,Not at all familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat unfamiliar,Not at all familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat unfamiliar,Not at all familiar,Not at all familiar,Increase the hiring of people of color in the field. Increase the representation of people of color and other minorities in the research and in conferences. , NO feedback,Mobile Safari 14.0.3 / iOS,147.92.107.210,776226780,"42.739398956299, -84.569801330566"
265,3/9/21 20:42,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,White,None,Democrat,Master's degree,,"$75,000 to $99,999",No,,Board Certified Behavior Analyst,6-10 years,6-10 years,United States,,MA,United States,,MA,"When an agency or organization includes people from different backgrounds, including socioeconomic, religious, ethnic, racial, genders, sexual orientations, and explores the contributions they make.",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,"Recruit individuals from diverse backgrounds and provide them with the resources needed to get certified, employed, and moved into leadership positions within the field.",,Mobile Safari 14.0.3 / iOS,98.118.9.20,776229592,"42.279300689697, -71.165702819824"
266,3/9/21 20:42,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Female,She/her/hers,White,Catholic,,Master's degree,,Prefer not to say,No,,Board Certified Behavior Analyst,0-5 years,0-5 years,United States,,New York,United States,,New York,"Simply put, differences. Any differences across race, religion, gender identity, or other prominent readily-identifiable features. ",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Spreading the word about ABA in general. I had not heard of ABA until after I graduated from college and I acknowledge that I had the privilege to attend a private high school and university. I also have privilege in the I had no one in my direct family that needed ABA services. ,"Identify what you mean by ""familiarity"" for the identity terms. ",Mobile Safari 14.0.3 / iOS,68.193.145.68,776229784,"40.756999969482, -73.581398010254"
267,3/9/21 20:48,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",46-60,Male,He/him/his,Caucasian,Agnostic,Independent,Bachelor's degree,,"$50,000 to $74,999",No,,Board Certified Assistant Behavior Analyst,11-15 years,11-15 years,United States,,Florida,United States,,Florida,,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,,Somewhat familiar,Somewhat familiar,,,Chrome Mobile 89.0.4389.72 / Android,73.53.191.158,776231339,"30.068899154663, -81.562103271484"
